,list1,list2
2198,https://ell.stackexchange.com/questions/185817/does-one-call-regular-men-sir-in-the-uk,"
                    Does one call ""'regular"" men ""Sir"" in the UK?
                "
2199,https://money.stackexchange.com/questions/102116/economic-viability-of-surviving-the-death-of-a-sole-provider,"
                    Economic viability of surviving the death of a sole provider?
                "
2200,https://math.stackexchange.com/questions/3001190/how-to-calculate-this-limit-without-lhopital-rule,"
                    How to calculate this limit without L'Hopital rule?
                "
2201,https://aviation.stackexchange.com/questions/57157/what-are-the-considerations-for-coding-the-gps-before-engine-start-without-exter,"
                    What are the considerations for coding the GPS before engine start without external power?
                "
2202,https://tex.stackexchange.com/questions/460284/grid-using-tikz,"
                    Grid using TikZ
                "
2203,https://hinduism.stackexchange.com/questions/29984/is-liberation-possible-only-through-a-human-birth,"
                    Is liberation possible only through a human birth?
                "
2204,https://english.stackexchange.com/questions/473307/what-is-the-origin-of-the-term-cone-of-shame,"
                    What is the origin of the term ""cone of shame""?
                "
2205,https://worldbuilding.stackexchange.com/questions/130267/how-to-make-slimes-a-formidable-enemy,"
                    How to make slimes a formidable enemy?
                "
2206,https://rpg.stackexchange.com/questions/135645/how-would-something-passing-through-an-illusion-of-fog-or-mist-reveal-it-to-be-i,"
                    How would something passing through an illusion of fog or mist reveal it to be illusory?
                "
2207,https://bicycles.stackexchange.com/questions/58075/can-road-bumps-excite-frame-eigen-frequencies,"
                    Can road bumps excite frame eigen frequencies?
                "
2208,https://workplace.stackexchange.com/questions/122575/is-it-ethical-to-use-knowledge-in-main-job-for-side-gig,"
                    Is it ethical to use knowledge in main job for side gig?
                "
2209,https://physics.stackexchange.com/questions/441384/is-this-news-article-about-quantum-radar-legit,"
                    Is this news article about quantum radar legit?
                "
2210,https://puzzling.stackexchange.com/questions/75337/maxit-negotiations,"
                    Maxit negotiations
                "
2211,https://codereview.stackexchange.com/questions/207708/own-implementation-of-lazyt-object,"
                    Own implementation of Lazy<T> object
                "
2212,https://puzzling.stackexchange.com/questions/75321/a-riddle-by-the-sphinx,"
                    A Riddle By the Sphinx
                "
2213,https://travel.stackexchange.com/questions/125721/what-are-these-stamps-in-my-passport-after-i-was-advised-to-divert-via-the-uk-bu,"
                    What are these stamps in my passport after I was advised to divert via the UK but didn't have a visa?
                "
2214,https://security.stackexchange.com/questions/197786/public-api-with-authorization-token-is-it-possible-to-protect-the-demo-token,"
                    Public API with authorization token -- is it possible to protect the demo token?
                "
2215,https://german.stackexchange.com/questions/47961/whats-the-meaning-of-mut-zum-hut,"
                    What's the meaning of 'Mut zum Hut'?
                "
2216,https://workplace.stackexchange.com/questions/122891/should-i-say-anything-bad-about-candidates-wholl-be-replacing-me,"
                    Should I say anything 'bad' about candidate(s) who'll be replacing me?
                "
2217,https://stats.stackexchange.com/questions/376920/the-book-of-why-by-judea-pearl-why-is-he-bashing-statistics,"
                    The Book of Why by Judea Pearl: Why is he bashing statistics?
                "
2218,https://english.stackexchange.com/questions/472933/is-there-a-proverb-to-express-you-are-too-late-and-its-your-own-fault,"
                    Is there a proverb to express ""You are too late and it's your own fault.""?
                "
2219,https://academia.stackexchange.com/questions/120097/when-mentioning-the-author-of-a-journal-i-am-using-in-my-literature-review-shou,"
                    When mentioning the author of a journal I am using in my Literature Review, should I mention author's credentials?
                "
2220,/questions/53218991/setting-up-a-lot-of-routes-in-node-js,setting up a lot of routes in node.js
2221,/questions/53218873/nodejs-auto-sign-in-if-exist-cookie-remember-me,Nodejs auto sign in if exist cookie remember me
2222,/questions/53218829/node-js-access-audio-interface,Node JS access audio interface
2223,/questions/53218809/in-webpack-html-webpack-plugin-create-pug-files-for-each-input,In webpack html-webpack-plugin create pug files for each input?
2224,/questions/53218583/making-a-file-from-a-form-cannot-post-error,Making a file from a form cannot post error
2225,/questions/53218420/how-to-skip-a-duplicate-node-when-creating-nodes-in-neo4j,how to skip a duplicate node when creating nodes in Neo4j
2226,/questions/53218137/can-a-run-node-js-with-only-javascript,Can a run node.js with only javascript? [closed]
2227,/questions/53218117/how-to-know-my-nodejs-app-performance-memory-consumption-metrics,How to know my nodeJS app performance/memory consumption/metrics?
2228,/questions/53217880/how-to-detect-sd-card-with-node,How to detect SD card with node
2229,/questions/53217835/sending-nodejs-axios-requests-via-fiddler,Sending NodeJs Axios requests via Fiddler
2230,/questions/53217794/paperjs-importsvg-from-local-file,PaperJS importSVG from local file
2231,/questions/53217505/gcp-cloud-function-bigquery-row-is-inserted-but-all-columns-are-null,GCP Cloud Function & BigQuery : Row is inserted but all columns are null
2232,/questions/53217466/how-to-handel-errors-on-frontend-mern,how to handel errors on FrontEnd MERN
2233,/questions/53217418/uploading-images-to-gae-using-swift-4-2,Uploading images to GAE using Swift 4.2
2234,/questions/53217336/npm-err-linux-4-15-0-38-generic,npm ERR! Linux 4.15.0-38-generic
2235,/questions/53217192/structure-for-frontend-mixed-with-backend-in-nodejs,Structure for frontend mixed with backend in nodeJS
2236,/questions/53217130/mongoose-how-to-find-by-an-array-of-objectid,Mongoose - How to find by an 'array' of ObjectId?
2237,/questions/53217054/programmatically-edit-unix-host-file,Programmatically edit unix host file
2238,/questions/53217032/syntaxerror-invalid-shorthand-property-initializer,SyntaxError: Invalid shorthand property initializer
2239,/questions/53217021/nodejs-async-function-javascript,NodeJs - async function javascript
2240,/questions/53216890/migrate-npm-global-packages-to-yarns-global-package,Migrate npm global packages to yarn's global package
2241,/questions/53216884/how-to-connect-to-mongodb-using-node-js-written-in-typescript,How to connect to MongoDB using Node.js written in TypeScript?
2242,/questions/53216716/req-session-is-undefined-nodejs,req.session is undefined nodeJS
2243,/questions/53216604/advanced-ramda-array-transformation,Advanced Ramda Array Transformation
2244,/questions/53216591/this-code-never-gets-to-the-point-of-saving-the-record-what-am-i-doing-wrong,"This code never gets to the point of saving the record, what am I doing wrong?"
2245,/questions/53216556/concat-join-multiple-audio-files-into-one-in-node-js,Concat/join multiple audio files into one in Node.JS [closed]
2246,/questions/53216484/node-api-request-using-aes-ecb-encryption-fail-the-header-content-contains-in,Node API Request using AES-ECB Encryption : Fail (The header content contains invalid characters)
2247,/questions/53216324/why-the-node-child-spawn-process-detached-from-parent-process-and-start-running,Why the node child spawn process detached from parent process and start running independently ?
2248,/questions/53216314/best-way-to-handle-non-existent-sub-documents-in-mongodb-query-results,Best way to handle non-existent sub-documents in MongoDB query results
2249,/questions/53216282/node-js-return-value-outside-function,Node.js return value outside function [duplicate]
